species,country_of_origin,region,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters,grading_date,total_cup_points,owner,variety,altitude
Arabica,Costa Rica,tarrazu,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,0.12,Green,1750,1750,1750,"July 6th, 2015",84.67,fabian calderon mora,Caturra,1750
Arabica,Ethiopia,yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,0.1,NA,1900,1900,1900,"May 23rd, 2015",84.67,essencecoffee,Ethiopian Yirgacheffe,1900m
Arabica,Costa Rica,costa rica,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,0.08,Green,1750,1750,1750,"May 23rd, 2015",84.67,essencecoffee,Other,1750m
Arabica,Costa Rica,west valley,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,0.11,Green,1200,1200,1200,"March 5th, 2014",84.67,eric thormaehlen,Catuai,1200
Arabica,Costa Rica,NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,0,Green,NA,NA,NA,"January 3rd, 2014",84.67,rob tuttle,NA,NA
Arabica,Taiwan,taichung xinshe 台中市新社區,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0.11,Green,1000,1000,1000,"December 26th, 2013",84.67,cqi taiwan icp cqi台灣合作夥伴,Typica,1000 m
Arabica,Colombia,santander,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0,Green,1550,1550,1550,"December 20th, 2013",84.67,compañia colombiana agroindustrial s.a,Caturra,1550
Arabica,Kenya,nyeri,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,0.11,Bluish-Green,2000,2000,2000,"September 16th, 2012",84.67,dream together,SL28,2000
Arabica,Guatemala,oriente,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0.11,Green,1310.64,1310.64,1310.64,"July 17th, 2012",84.67,juan luis alvarado romero,Bourbon,4300
Arabica,Guatemala,acatenango,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,0.12,Green,1524,1524,1524,"July 3rd, 2012",84.67,juan luis alvarado romero,Bourbon,5000
Arabica,Mexico,el remudadero,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,0.13,NA,1200,1200,1200,"July 2nd, 2012",84.67,organizaciones de productores de cafe colimense,Typica,1200
Arabica,Uganda,mbale,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,0.11,Blue-Green,1700,1850,1775,"February 13th, 2012",84.67,afca,Other,1700-1850m
Arabica,Peru,"penachi, cecanor",NA,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,0,NA,NA,NA,NA,"June 14th, 2011",84.67,benjamin schmerler,NA,NA
Arabica,Ethiopia,sidamo,NA,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,0.2,NA,1500,2000,1750,"June 17th, 2010",84.67,ethiopia commodity exchange,NA,1500-2000 m
Arabica,Kenya,nyeri,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,0.11,Blue-Green,1754,1754,1754,"January 11th, 2018",84.58,jungle estate,SL34,1754
Arabica,Colombia,santander,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,0,Blue-Green,1500,1500,1500,"January 10th, 2017",84.58,racafe & cia s.c.a,Other,1500
Arabica,Colombia,huila,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,0,Green,NA,NA,NA,"December 28th, 2016",84.58,racafe & cia s.c.a,Caturra,NA
Arabica,Kenya,nyeri,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,0.1,Bluish-Green,1800,1800,1800,"July 21st, 2014",84.58,daniel magu,Peaberry,1800
Arabica,Guatemala,jalapa,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,0.11,Green,1524,1524,1524,"May 29th, 2014",84.58,juan luis alvarado romero,Pacas,5000 ft.
Arabica,Guatemala,oriente,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,0.09,Green,1219.2,1219.2,1219.2,"March 24th, 2014",84.58,juan luis alvarado romero,Bourbon,4000 psn
Arabica,Colombia,santander,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,0,NA,1550,1550,1550,"December 20th, 2013",84.58,compañia colombiana agroindustrial s.a,Caturra,1550
Arabica,Colombia,huila,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,0,NA,1600,1900,1750,"December 6th, 2013",84.58,racafe & cia s.c.a,Caturra,1600 a 1900 msnm
Arabica,Kenya,NA,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,0,Green,NA,NA,NA,"August 30th, 2013",84.58,taylor winch (coffee) ltd.,SL28,NA
Arabica,Colombia,huila,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,0,Green,1750,1750,1750,"July 17th, 2013",84.58,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Costa Rica,tres rios,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,0.12,Bluish-Green,1450,1700,1575,"March 12th, 2013",84.58,lusso lab,Bourbon,1450 ~ 1700 m
Arabica,Colombia,huila,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,0.11,Green,1800,1800,1800,"October 9th, 2012",84.58,exportadora de cafe condor s.a,Caturra,1800 msnm
Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,0.12,Green,1300,1300,1300,"December 23rd, 2011",84.58,nucoffee,Bourbon,1300m
Arabica,Brazil,mountains of minas gerais,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,0.11,Blue-Green,1100,1100,1100,"December 3rd, 2011",84.58,nucoffee,Catuai,1100m
Arabica,Costa Rica,valle central,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,0.1,Bluish-Green,1200,1200,1200,"November 28th, 2017",84.5,max gurdian,Caturra,1200
Arabica,Uganda,eastern uganda,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,0.11,Green,1750,1750,1750,"March 14th, 2017",84.5,ecom japan limited,SL14,1750
Arabica,China,yunnan,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,0.1,Green,1680,1680,1680,"April 6th, 2016",84.5,yunnan coffee exchange,Catimor,1680
Arabica,Costa Rica,tarrazu,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,0.11,Green,1700,1700,1700,"July 6th, 2015",84.5,fabian calderon mora,Caturra,1700
Arabica,Colombia,cauca,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,0.12,Green,1800,1800,1800,"June 5th, 2015",84.5,federacion nacional de cafeteros,Other,1800
Arabica,China,yunnan,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,0,Green,1100,1100,1100,"June 16th, 2014",84.5,eric wu,Other,above 1100m
Arabica,Guatemala,oriente,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,0.11,Green,1310.64,1310.64,1310.64,"February 26th, 2013",84.5,juan luis alvarado romero,Bourbon,4300
Arabica,Kenya,nyeri,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,0.11,Blue-Green,2000,2000,2000,"September 16th, 2012",84.5,dream together,SL28,2000 m
Arabica,Mexico,hustusco,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,0.12,Green,1350,1350,1350,"July 11th, 2012",84.5,maria imelda uscanga martinez,Typica,1350
Arabica,Mexico,jaltenango,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,0.11,NA,1500,1500,1500,"June 6th, 2012",84.5,alfredo bojalil,Typica,1500
Arabica,Guatemala,"el tumbador, san marcos",Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,0.11,Green,NA,NA,NA,"February 16th, 2012",84.5,juan luis alvarado romero,Bourbon,NA
Arabica,Brazil,mmm,NA,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,0,NA,NA,NA,NA,"March 23rd, 2011",84.5,daniel friedlander,NA,mmm
Arabica,Brazil,test,NA,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,0,NA,NA,NA,NA,"March 22nd, 2011",84.5,alexandra katona-carroll,NA,test
Arabica,Costa Rica,tarrazu,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,0.1,Blue-Green,1300,1300,1300,"March 23rd, 2017",84.42,max gurdian,Caturra,1300
Arabica,Indonesia,sumatra brastagi,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,0,Blue-Green,1400,1400,1400,"March 14th, 2017",84.42,aulia arif syahri,Mandheling,1400
Arabica,Colombia,pitalito,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,0,Green,NA,NA,NA,"January 25th, 2016",84.42,carcafe ltda ci,Caturra,NA
Arabica,Colombia,huila,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,0,Green,1600,1950,1775,"July 9th, 2014",84.42,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Taiwan,"mountain ali, taiwan",Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,0.11,Blue-Green,1200,1200,1200,"July 10th, 2013",84.42,kao ming lee,Typica,1200m
Arabica,United States (Hawaii),kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,0.11,Blue-Green,NA,NA,NA,"January 21st, 2013",84.42,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,tapachula,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,0.12,NA,900,900,900,"June 6th, 2012",84.42,maria amalia guadalupe toriello elorza,Pacamara,900
Arabica,Ethiopia,limu,NA,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,0.2,NA,NA,NA,NA,"June 17th, 2010",84.42,ethiopia commodity exchange,NA,NA
Arabica,Kenya,nyeri,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,0.11,Green,1800,1800,1800,"August 3rd, 2017",84.33,lydiah mwangi,SL28,1800
Arabica,Honduras,comayagua,NA,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,0.1,Green,1500,1500,1500,"May 11th, 2017",84.33,bismarck castro,Caturra,1500
Arabica,Colombia,huila,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,0,Green,NA,NA,NA,"February 20th, 2017",84.33,raúl vargas,Caturra,NA
Arabica,Honduras,central region,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,0.11,Green,1500,1500,1500,"April 4th, 2016",84.33,bismarck castro,Catuai,1500
Arabica,Colombia,la plata,NA,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,0,NA,NA,NA,NA,"February 16th, 2016",84.33,racafe & cia s.c.a,NA,NA
Arabica,Colombia,huila,Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,0.11,Green,442,442,442,"April 29th, 2015",84.33,carcafe ltda ci,Caturra,442 msnm
Arabica,Colombia,huila,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,0,Green,1800,1800,1800,"July 19th, 2013",84.33,exportadora de cafe condor s.a,Caturra,1800
Arabica,Mexico,tuxtla gutierrez,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,0.12,Blue-Green,1700,1700,1700,"July 27th, 2012",84.33,victor hugo melchor cordova,Typica,1700
Arabica,Brazil,vale da grama,NA,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,0,NA,1200,1350,1275,"October 28th, 2011",84.33,nucoffee,Yellow Bourbon,1200m to 1350m
Arabica,Brazil,south of minas,NA,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,0.02,NA,900,1200,1050,"October 28th, 2011",84.33,nucoffee,NA,900-1200m
Arabica,Ethiopia,limu,NA,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,0,NA,1097.28,1889.76,1493.52,"June 14th, 2011",84.33,benjamin schmerler,NA,3600-6200 ft
Arabica,Guatemala,nuevo oriente,NA,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,0.04,NA,1341.12,1432.56,1386.84,"April 30th, 2010",84.33,the coffee source inc.,NA,4400-4700 ft
Arabica,Taiwan,國姓鄉 guoshing township,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,0.12,Blue-Green,1000,1000,1000,"August 10th, 2017",84.25,"lin, che-hao krude 林哲豪",Typica,1000
Arabica,Thailand,chiang rai thailand,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,0.12,Green,1200,1200,1200,"November 2nd, 2016",84.25,松澤宏樹 koju matsuzawa,Catimor,1200
Arabica,Colombia,nariño,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,0.11,Green,2560,2560,2560,"August 5th, 2016",84.25,carcafe ltda ci,Caturra,2560
Arabica,Guatemala,antigua,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,0.11,Green,1500,1500,1500,"May 23rd, 2016",84.25,juan luis alvarado romero,Caturra,1500
Arabica,Guatemala,huehuetenango,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,0.1,Green,1099.4136,1099.4136,1099.4136,"April 6th, 2016",84.25,juan luis alvarado romero,Caturra,3607
Arabica,China,yunnan,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,0.1,Green,1400,1400,1400,"April 6th, 2016",84.25,yunnan coffee exchange,Catimor,1400
Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,0.11,Green,1600,1950,1775,"November 19th, 2015",84.25,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Colombia,huila,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,0.12,Green,1600,1950,1775,"October 26th, 2015",84.25,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Colombia,cauca,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,0.12,Green,1800,1800,1800,"June 5th, 2015",84.25,federacion nacional de cafeteros,Other,1800
Arabica,Colombia,huila,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,0.12,Green,442,442,442,"April 29th, 2015",84.25,carcafe ltda ci,Caturra,442 msnm
Arabica,"Tanzania, United Republic Of",shizingo village,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,0.12,Green,1620,1620,1620,"December 12th, 2014",84.25,tembo coffee company ltd,Other,1620m
Arabica,"Tanzania, United Republic Of",mbeya,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,0.12,Green,1600,1600,1600,"December 12th, 2014",84.25,taylor winch (t) ltd,Other,1600
Arabica,Guatemala,oriente,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,0.1,Green,1219.2,1219.2,1219.2,"August 21st, 2014",84.25,juan luis alvarado romero,Bourbon,4000 psnm
Arabica,Colombia,cauca,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,0.11,Green,1700,1700,1700,"October 1st, 2013",84.25,exportadora de cafe condor s.a,Caturra,1700
Arabica,United States (Hawaii),kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,0.11,Bluish-Green,NA,NA,NA,"December 11th, 2012",84.25,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,san pedro cotzilnam,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,0.12,Green,1450,1450,1450,"September 11th, 2012",84.25,jesus salazar velasco,Typica,1450
Arabica,Mexico,veracruz,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,0.12,Green,1170,1170,1170,"April 9th, 2012",84.25,manuel herrera juarez,Bourbon,1170
Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,0.1,Bluish-Green,1400,1400,1400,"April 2nd, 2012",84.25,alfredo bojalil,Bourbon,1400
Arabica,Uganda,kasese,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,0.13,Green,1700,1700,1700,"February 13th, 2012",84.25,afca,Other,1700m
Arabica,Guatemala,san marcos,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,0.13,Green,1700,1700,1700,"June 1st, 2017",84.17,juan luis alvarado romero,Bourbon,1700
Arabica,Colombia,huila,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,0,Green,NA,NA,NA,"August 19th, 2016",84.17,racafe & cia s.c.a,Caturra,NA
Arabica,Costa Rica,tarrazu,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,0.09,Bluish-Green,1700,1700,1700,"August 19th, 2016",84.17,wayner jimenez,Caturra,1700
Arabica,Guatemala,huehuetenango,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,0.11,Green,1116.7872,1116.7872,1116.7872,"June 23rd, 2016",84.17,juan luis alvarado romero,Caturra,3664
Arabica,Guatemala,solola,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,0.1,Green,1565,1565,1565,"June 1st, 2016",84.17,juan luis alvarado romero,Caturra,1565
Arabica,Guatemala,norte,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0.1,Green,3280,3280,3280,"June 1st, 2016",84.17,juan luis alvarado romero,Bourbon,3280
Arabica,Colombia,huila,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,0,Bluish-Green,1600,1950,1775,"August 18th, 2015",84.17,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Nicaragua,jinotega,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,0.12,Bluish-Green,900,1100,1000,"August 3rd, 2015",84.17,cooperativa el gorrion r.l,Caturra,de 900 a 1100 msnm
Arabica,Brazil,cerrado,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,0,NA,1150,1150,1150,"April 24th, 2015",84.17,cafebras,Catuai,1150
Arabica,Costa Rica,tarrazu,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,0,Blue-Green,1850,1850,1850,"April 10th, 2015",84.17,"ceca, s.a.",Caturra,1850
Arabica,Ethiopia,snnprg; kafa; telo woreda; shada kebele,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,0.1,Green,1545,1668,1606.5,"March 26th, 2015",84.17,asefa dukamo keroma,Gesha,1545-1668 masl
Arabica,"Tanzania, United Republic Of",arusha,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,0.13,Green,1400,1400,1400,"December 12th, 2014",84.17,selian coffee estate,Other,1400
Arabica,Colombia,huila,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,0.12,Green,1530,1530,1530,"October 15th, 2014",84.17,olam agro colombia,Other,1530
Arabica,Guatemala,NA,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,0.11,Bluish-Green,NA,NA,NA,"July 16th, 2014",84.17,chris finch,NA,NA
Arabica,Kenya,kenya,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,0.08,Green,1,500,250.5,"November 7th, 2013",84.17,itochu corporation,SL28,approx. 1'500 metres a.s.l.
Arabica,Brazil,"minas gerais, br",Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,0.11,Green,894,1183,1038.5,"May 20th, 2013",84.17,owen carver,Mundo Novo,894m - 1183m
Arabica,Guatemala,oriente,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,0.11,Green,1310.64,1310.64,1310.64,"May 9th, 2013",84.17,juan luis alvarado romero,Bourbon,4300
Arabica,El Salvador,apaneca,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,0.11,Bluish-Green,1500,1500,1500,"March 18th, 2013",84.17,atlantic specialty coffee,Bourbon,1500 meters
Arabica,Colombia,huila,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,0,Green,1750,1750,1750,"October 19th, 2012",84.17,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Guatemala,guatemala,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,0.11,Bluish-Green,NA,NA,NA,"March 26th, 2012",84.17,juan luis alvarado romero,Catuai,NA
Arabica,Uganda,mt. rwenzori,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,0.11,Green,1500,1700,1600,"February 13th, 2012",84.17,afca,Other,1500-1700m
Arabica,Indonesia,aceh tengah,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,0.12,Bluish-Green,NA,NA,NA,"May 24th, 2017",84.13,pt.royal pacific indah international,Mandheling,NA
Arabica,Colombia,huila,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,0,Green,442,442,442,"November 9th, 2017",84.08,carcafe ltda ci,Caturra,442
Arabica,Taiwan,"nanxi dist., tainan city 臺南市楠西區",Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,0.1,Bluish-Green,968,968,968,"May 18th, 2016",84.08,"lin, che-hao krude 林哲豪",Typica,968
Arabica,Guatemala,oriente,Washed / Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,0.1,Green,NA,NA,NA,"April 27th, 2016",84.08,juan luis alvarado romero,Bourbon,NA
Arabica,Colombia,huila,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,0,NA,1600,1950,1775,"November 5th, 2014",84.08,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Guatemala,"aldea xeucalvitz, ixil region, quiche department",Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,0.1,Bluish-Green,1550,1550,1550,"June 16th, 2014",84.08,lusso lab,Bourbon,1550
Arabica,United States (Hawaii),kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,0.11,Green,NA,NA,NA,"January 24th, 2013",84.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,santo domingo cacalotepec,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,0.11,Green,1480,1480,1480,"September 4th, 2012",84.08,andres martinez leon,Typica,1480
Arabica,Ethiopia,"ethiopia, sidamo",Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,0.09,NA,1800,1800,1800,"August 17th, 2012",84.08,steven kil,Other,1800m
Arabica,Costa Rica,NA,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,0.08,None,NA,NA,NA,"January 11th, 2018",84,amanda powers,NA,NA
Arabica,Ethiopia,sidamo,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,0.11,Green,1800,1800,1800,"June 5th, 2017",84,kyagalanyi coffee ltd,Gesha,1800
Arabica,Honduras,comayagua,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,0.1,Green,1500,1500,1500,"May 11th, 2017",84,bismarck castro,Caturra,1500
Arabica,Guatemala,huehuetenango,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,0.12,Green,1658.112,1755.648,1706.88,"June 10th, 2015",84,juan luis alvarado romero,Caturra,5440 - 5760 metros
Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,0.11,Green,1600,1600,1600,"December 18th, 2014",84,olam agro colombia,Other,1600
Arabica,Guatemala,oriente,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,0.1,Green,1219.2,1219.2,1219.2,"August 8th, 2014",84,juan luis alvarado romero,Bourbon,4000 psnm
Arabica,Guatemala,oriente,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,0.1,Green,1219.2,1219.2,1219.2,"June 27th, 2014",84,juan luis alvarado romero,Bourbon,4000 psnm
Arabica,Colombia,huila,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,0.12,Green,1480,1480,1480,"May 27th, 2014",84,olam agro colombia,NA,1480
Arabica,Colombia,santander,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,0.12,Green,1450,1450,1450,"May 27th, 2014",84,compañia colombiana agroindustrial s.a,Caturra,1450
Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,0.12,Green,1600,1950,1775,"April 8th, 2014",84,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Ethiopia,sidamo,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,0.09,Green,1550,1550,1550,"January 17th, 2014",84,lusso lab,Other,1550 m
Arabica,Brazil,south of minas,Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,0.1,Green,1260,1260,1260,"January 2nd, 2014",84,ipanema coffees,Yellow Bourbon,1260
Arabica,Colombia,cauca,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,0.11,Green,1700,1700,1700,"June 21st, 2013",84,exportadora de cafe condor s.a,Caturra,1700 msnm
Arabica,Kenya,blend,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,0,Green,1200,1200,1200,"March 8th, 2013",84,ibero kenya limited,SL34,above 1200 m
Arabica,Thailand,thailand,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,0.12,Green,NA,NA,NA,"June 21st, 2012",84,doi tung development project,Other,NA
Arabica,Kenya,central kenya,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,0,Bluish-Green,1650,1650,1650,"May 31st, 2012",84,taylor winch (coffee) ltd.,SL28,1650
Arabica,Uganda,kasese,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,0.1,Green,1700,1700,1700,"February 13th, 2012",84,afca,Other,1700m
Arabica,Thailand,NA,NA,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,0.06,NA,NA,NA,NA,"August 16th, 2011",84,doi tung development project,NA,NA
